
 Lista de Imóveis da Caixa;;Data de geração:;13/07/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444434819396 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RODOVIA MINISTRO ABERLARDO JUREMA ARAUJO, N. SN, Apto 410, 3º ANDAR, BLOCO A ;96.592,92;163.000,00;40.75;Não;Apartamento, 84.74 de área total, 40.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434819396
 8787701303631 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA TELEGRAFISTA CHATEAUBRIAND BRASIL FILHO, N. 700, Apto 203, BLC ;94.222,54;159.000,00;40.75;Não;Apartamento, 87.92 de área total, 48.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701303631
 8787701884413 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA DOM HELDER CAMARA, N. 80, Apto 101, TÉRREO, BL C, LT 559, QD 01 ;94.275,79;159.089,86;40.75;Não;Apartamento, 61.79 de área total, 45.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701884413
 8787702603515 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA TELEGRAFISTA CHATEAUBRIAND BRASIL FILHO, N. 700, Apto 202, BL E ;104.474,43;176.300,00;40.75;Não;Apartamento, 99.42 de área total, 48.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702603515
 8787702818961 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA SANTA SOFIA, N. 185, Apto 105, BL A ;103.111,46;174.000,00;40.75;Não;Apartamento, 72.98 de área total, 51.78 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702818961
 8787720155480 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA DAS IMBAUBAS, N. 110, Apto 107, BL B ;94.815,14;160.000,00;40.75;Não;Apartamento, 75.88 de área total, 48.84 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720155480
 8787700472677 ;PB ;JOAO PESSOA ;CUIA ;RUA CICERO SOARES DA SILVA, N. 165, Apto 407, BL D ;92.444,76;156.000,00;40.75;Não;Apartamento, 62.20 de área total, 43.62 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700472677
 8444425031293 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MANOEL FELISBERTO DA SILVA, N. 321, Apto 202, BL C ;96.000,33;162.000,00;40.75;Não;Apartamento, 48.16 de área total, 48.16 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425031293
 8444425398650 ;PB ;JOAO PESSOA ;GRAMAME ; RUA PROFESSORA ALICE MENDES DA NOBREGA, N. 17, Apto 304, ;99.555,89;168.000,00;40.75;Não;Apartamento, 107.72 de área total, 50.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425398650
 8444425716032 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MANOEL FELISBERTO DA SILVA, N. 341, Apto 401, BL E ;101.926,27;172.000,00;40.75;Não;Apartamento, 48.09 de área total, 48.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425716032
 8444428413782 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CRISTIANE MACHADO, N. 59, Apto 301, ;94.815,14;160.000,00;40.75;Não;Apartamento, 74.10 de área total, 49.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428413782
 8444428587810 ;PB ;JOAO PESSOA ;GRAMAME ;RUA KLEONYCE CORREA, N. 426, Apto 205, ;103.704,06;175.000,00;40.75;Não;Apartamento, 76.55 de área total, 55.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428587810
 8444428611878 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CRISTIANE MACHADO, N. 59, Apto 404, 3º ANDAR ;93.926,24;158.500,00;40.75;Não;Apartamento, 73.29 de área total, 48.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428611878
 8444428849742 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CRISTIANE MACHADO, N. 115, Apto 104, ;94.815,14;160.000,00;40.75;Não;Apartamento, 72.37 de área total, 48.55 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428849742
 8444433084538 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAQUIM ALVES BEZERRA, N. 235, Apto 210, BL B ;100.205,66;169.096,47;40.75;Não;Apartamento, 53.53 de área total, 41.38 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433084538
 8444434170675 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAQUIM ALVES BEZERRA, N. 262, Apto 102, BL A ;104.358,28;176.104,00;40.75;Não;Apartamento, 46.93 de área total, 46.93 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434170675
 8444434831892 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOAQUIM ALVES BEZERRA, N. 235, Apto 403, BL, A ;97.274,88;164.150,81;40.75;Não;Apartamento, 64.35 de área total, 41.38 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434831892
 8787716841456 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO ALBINO NETO, N. 240, Apto 104, BL 27 ;94.815,14;160.000,00;40.75;Não;Apartamento, 45.09 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716841456
 8787718095034 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ARNALDO FERREIRA DA SILVA, N. 119, Apto 406, 3º ANDAR, BL A ;97.185,51;164.000,00;40.75;Não;Apartamento, 45.68 de área total, 45.38 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718095034
 8787718342333 ;PB ;JOAO PESSOA ;GRAMAME ;RUA INACIO MARCELINO, N. 876, Apto 408, 3º ANDAR, BL E, LT 1931, QD 287 ;97.185,51;164.000,00;40.75;Não;Apartamento, 84.97 de área total, 50.15 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718342333
 8787718880866 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSE PIRES BEJAMIM, N. 293, Apto 309, AND 2 ;97.778,11;165.000,00;40.75;Não;Apartamento, 76.79 de área total, 54.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718880866
 8787719667163 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ESTUDANTE ROBERTA RODRIGUES TAVARES, N. 47, Apto 302, BL A ;94.815,14;160.000,00;40.75;Não;Apartamento, 63.34 de área total, 44.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719667163
 8787720441386 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARIA EMILIA DE ALMEIDA WANDERLEY, N. 128, Apto 405, 3º ANDAR ;97.778,11;165.000,00;40.75;Não;Apartamento, 46.36 de área total, 41.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720441386
 8444405870141 ;PB ;JOAO PESSOA ;PARATIBE ;RUA ANALICE MOURA UCHOA, N. 58, Apto 101, BL B ;99.555,89;168.000,00;40.75;Não;Apartamento, 66.74 de área total, 53.59 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405870141
 8444422752992 ;PB ;JOAO PESSOA ;PARATIBE ;RUA ANTONIO JOSE DE MORAIS, N. 130, Apto 102, TÉRREO ;96.000,33;162.000,00;40.75;Não;Apartamento, 57.84 de área total, 48.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422752992
 8444433588110 ;PB ;JOAO PESSOA ;PARATIBE ;RUA BENEDITO SUAVE SOBRINHO, N. 504, CASA 502 ;106.074,43;179.000,00;40.75;Não;Casa, 56.67 de área total, 56.67 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433588110
 8787705751922 ;PB ;JOAO PESSOA ;PARATIBE ;RUA CHATEAUBRIAND BRASIL NETO, N. 509, Apto 401, 3 ANDAR,BLOCO C, ;93.629,95;158.000,00;40.75;Não;Apartamento, 85.10 de área total, 48.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705751922
 8444413306314 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;AVENIDA GOIANIA, N. 646, Apto 102, TÉRREO ;98.370,70;166.000,00;40.75;Não;Apartamento, 46.87 de área total, 43.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413306314
 8444424641942 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;AVENIDA BELO HORIZONTE, N. 75, Apto 303, BL B ;97.778,11;165.000,00;40.75;Não;Apartamento, 67.54 de área total, 51.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424641942
 8787719641660 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;RUA PROFESSORA EUNILDE CALDAS TAVARES, N. 117, Apto 205, BL A ;97.778,11;165.000,00;40.75;Não;Apartamento, 49.18 de área total, 49.18 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719641660
 8444430835699 ;PB ;JOAO PESSOA ;MUMBABA ;RUA ESTUDANTE HUMBERLUCIO S DE OLIVEIRA JUNIOR, N. 234, CS 236 ;99.555,89;168.000,00;40.75;Não;Casa, 100.00 de área total, 57.00 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430835699
 8787700742470 ;PB ;JOAO PESSOA ;MUCUMAGRO ; RUA TEL. CHATEUABRIAND BRASIL FILHO, N. 700, Apto 203, BLB ;74.780,36;125.000,00;40.18;Não;Apartamento, 0.00 de área total, 48.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700742470
 8787713517518 ;PB ;JOAO PESSOA ;CRISTO REDENTOR ;RUA MURILO BUARQUE, N. SN, Apto 405, BL C ;113.025,32;187.000,00;39.56;Não;Apartamento, 85.24 de área total, 40.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713517518
 8787719181350 ;PB ;JOAO PESSOA ;PLANALTO BOA ESPERANCA ;RUA SEVERINA CRISPIM VERAS, N. 570, Apto 207, 1 ANDAR BL B ;114.234,15;189.000,00;39.56;Não;Apartamento, 86.51 de área total, 51.47 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719181350
 8444408341964 ;PB ;JOAO PESSOA ;BANCARIOS ;RUA JOSIAS LOPES BRAGA, N. 402, CASA 301 ;111.168,79;180.000,00;38.24;Não;Casa, 53.73 de área total, 33.91 de área privativa, 53.72 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408341964
 1787700777208 ;PB ;JOAO PESSOA ;TREZE DE MAIO ;RUA PASTOR FIRMINO SILVA, N. 168, Apto 1003, ;204.577,89;321.000,00;36.27;Não;Apartamento, 100.03 de área total, 51.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700777208
 8787721897766 ;PB ;JOAO PESSOA ;MUÇUMAGRO ;RUA ANA GOMES SOARES, N. 376, Apto 104, BLOCO A  - TÉRREO ;170.000,00;170.000,00;0.00;Não;Apartamento, 62.14 de área total, 40.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721897766
 8555510211855 ;PB ;JOAO PESSOA ;CASTELO BRANCO ;AVENIDA PRESIDENTE CASTELO BRANCO, N. 414, ;200.000,00;200.000,00;0.00;Não;Casa, 111.86 de área total, 111.86 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555510211855
 8555510347854 ;PB ;JOAO PESSOA ;CRISTO REDENTOR ;RUA ARNALDO COSTA, N. 130, CS 101 ;175.000,00;175.000,00;0.00;Não;Casa, 46.55 de área total, 46.55 de área privativa, 94.09 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555510347854
 8555517458805 ;PB ;JOAO PESSOA ;CRISTO REDENTOR ;RUA FLORIPES TAVARES QUEIROZ, N. 91, Apto 201, BL B ;174.000,00;174.000,00;0.00;Não;Apartamento, 86.40 de área total, 73.50 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517458805
 8444425771696 ;PB ;JOAO PESSOA ;VALENTINA DE FIGUEIREDO ;RUA DOMINGOS JOSE DA PAIXAO, N. 1765, Apto 104, BL A ;162.500,00;162.500,00;0.00;Não;Apartamento, 48.84 de área total, 48.84 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425771696
 8444425009697 ;PB ;JOAO PESSOA ;MANAIRA ;RUA SENADOR MARCOS FREIRE, N. 43, Apto 504, ;324.000,00;324.000,00;0.00;Não;Apartamento, 81.17 de área total, 51.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425009697
 8555501475845 ;PB ;JOAO PESSOA ;MUCUMAGRO ;RUA CARLOS ANTONIO DE LIMA, N. 84, QUADRA 29, LOTE 278 ;190.000,00;190.000,00;0.00;Não;Casa, 110.29 de área total, 110.29 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555501475845
 8444434931323 ;PB ;JOAO PESSOA ;CUIA ;RUA COMERCIANTE TEREZINHA MARIA ALVES, N. 125, Apto 303, BL C ;166.000,00;166.000,00;0.00;Não;Apartamento, 94.07 de área total, 54.67 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434931323
 8444425481710 ;PB ;JOAO PESSOA ;JOAO PAULO II ;RUA JOSE WILKER SOARES DA COSTA, N. 139, Apto 202, ;170.000,00;170.000,00;0.00;Não;Apartamento, 55.11 de área total, 49.79 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425481710
 1444415673618 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR VALDEVINO GREGORIO DE ANDRADE, N. 800, Apto 401, 3 ANDAR ;230.000,00;230.000,00;0.00;Não;Apartamento, 0.00 de área total, 56.25 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415673618
 8444401049052 ;PB ;JOAO PESSOA ;GRAMAME ;AVENIDA JOSINALDO NASCIMENTO, N. 379, Apto 102, TÉRREO ;234.000,00;234.000,00;0.00;Não;Apartamento, 131.18 de área total, 107.40 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401049052
 8444401283950 ;PB ;JOAO PESSOA ;GRAMAME ;RUA SOLDADO EDSON DOS SANTOS FAUSTINO, N. 54, CASA 56 LOTE 221 QUADRA 253 ;146.000,00;146.000,00;0.00;Não;Casa, 56.27 de área total, 56.27 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401283950
 8444422962113 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 179, Apto 403, 3 ANDAR BL D ;130.000,00;130.000,00;0.00;Não;Apartamento, 60.84 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422962113
 8444423028066 ;PB ;JOAO PESSOA ;GRAMAME ;RUA PROFESSORA MARIA JOSE RODRIGUES PESS, N. 121, Apto 201, ;155.000,00;155.000,00;0.00;Não;Apartamento, 45.63 de área total, 45.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423028066
 8444425522459 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSINALDO FLORENCIO DA SILVA, N. 103, Apto 203, BLOCO A ;145.000,00;145.000,00;0.00;Não;Apartamento, 62.03 de área total, 42.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425522459
 8444426418752 ;PB ;JOAO PESSOA ;GRAMAME ;RUA DOUTOR AUGUSTO DE ALMEIDA FILHO, N. 120, Apto 110, BL C ;137.000,00;137.000,00;0.00;Não;Apartamento, 57.38 de área total, 40.05 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426418752
 8444427583676 ;PB ;JOAO PESSOA ;GRAMAME ;RUA ARNALDO CAMPELO, N. 194, Apto 304, 2º ANDAR ;163.500,00;163.500,00;0.00;Não;Apartamento, 57.68 de área total, 52.67 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427583676
 8444427699844 ;PB ;JOAO PESSOA ;GRAMAME ;RUA PROFESSORA SEVERINA RAMOS DE AZEVEDO, N. 261, Apto 408, BLOCO A ;169.059,51;169.059,51;0.00;Não;Apartamento, 40.26 de área total, 40.26 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427699844
 8444428749250 ;PB ;JOAO PESSOA ;GRAMAME ;RUA CRISTIANE MACHADO, N. 59, Apto 303, ;138.000,00;138.000,00;0.00;Não;Apartamento, 73.95 de área total, 49.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428749250
 8444428911324 ;PB ;JOAO PESSOA ;GRAMAME ;RUA MARIA PINHEIRO DA COSTA, N. 51, CS 53, GARAGEM DESCOBERTA ;210.000,00;210.000,00;0.00;Não;Casa, 91.00 de área total, 63.50 de área privativa, 110.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428911324
 8444432325035 ;PB ;JOAO PESSOA ;GRAMAME ;RUA JOSE PIRES BEJAMIM, N. 293, Apto 205, GARAGEM DESCOBERTA ;159.000,00;159.000,00;0.00;Não;Apartamento, 0.00 de área total, 52.64 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432325035
